detected_object,timestamp,weather,temperature_celsius,holiday,location
organic,2025-10-12 3:56:08,sunny,14,0,city
glass,2025-10-12 5:16:54,sunny,14,0,city
plastic,2025-10-12 19:39:45,sunny,14,0,city
metal,2025-10-12 8:00:37,sunny,14,0,city
glass,2025-10-12 19:49:14,sunny,14,0,city
plastic,2025-10-12 7:50:25,sunny,14,0,city
glass,2025-10-12 14:51:04,sunny,14,0,city
plastic,2025-10-12 16:44:47,sunny,14,0,city
organic,2025-10-12 2:10:51,sunny,14,0,city
organic,2025-10-12 6:18:30,sunny,14,0,city
metal,2025-10-12 6:23:43,sunny,14,0,city
paper,2025-10-12 8:49:08,sunny,14,0,city
organic,2025-10-13 0:37:29,cloudy,12,0,city
metal,2025-10-13 7:54:01,cloudy,12,0,city
metal,2025-10-13 23:46:00,cloudy,12,0,city
glass,2025-10-13 6:41:16,cloudy,12,0,city
paper,2025-10-13 10:58:49,cloudy,12,0,city
metal,2025-10-13 11:25:35,cloudy,12,0,city
plastic,2025-10-13 18:38:46,cloudy,12,0,city
paper,2025-10-13 15:39:17,cloudy,12,0,city
organic,2025-10-13 20:58:18,cloudy,12,0,city
glass,2025-10-13 8:47:20,cloudy,12,0,city
organic,2025-10-13 9:15:40,cloudy,12,0,city
glass,2025-10-13 14:43:24,cloudy,12,0,city
paper,2025-10-13 17:45:13,cloudy,12,0,city
plastic,2025-10-13 2:21:37,cloudy,12,0,city
plastic,2025-10-13 11:03:38,cloudy,12,0,city
plastic,2025-10-13 11:55:39,cloudy,12,0,city
plastic,2025-10-13 2:09:08,cloudy,12,0,city
paper,2025-10-13 18:40:36,cloudy,12,0,city
paper,2025-10-13 2:34:25,cloudy,12,0,city
plastic,2025-10-13 8:46:22,cloudy,12,0,city
plastic,2025-10-13 8:57:39,cloudy,12,0,city
organic,2025-10-14 15:04:17,rainy,8,0,city
plastic,2025-10-14 7:11:30,rainy,8,0,city
paper,2025-10-14 8:20:15,rainy,8,0,city
paper,2025-10-14 8:22:31,rainy,8,0,city
metal,2025-10-14 10:50:31,rainy,8,0,city
paper,2025-10-14 19:49:53,rainy,8,0,city
plastic,2025-10-14 7:08:39,rainy,8,0,city
organic,2025-10-15 2:59:59,sunny,18,0,city
plastic,2025-10-15 15:08:36,sunny,18,0,city
paper,2025-10-15 9:21:03,sunny,18,0,city
metal,2025-10-15 1:16:13,sunny,18,0,city
paper,2025-10-15 13:22:59,sunny,18,0,city
paper,2025-10-15 10:33:03,sunny,18,0,city
organic,2025-10-15 18:00:44,sunny,18,0,city
plastic,2025-10-15 17:04:20,sunny,18,0,city
glass,2025-10-15 6:17:44,sunny,18,0,city
plastic,2025-10-15 18:31:38,sunny,18,0,city
metal,2025-10-15 16:36:10,sunny,18,0,city
glass,2025-10-15 15:58:27,sunny,18,0,city
plastic,2025-10-15 6:23:10,sunny,18,0,city
paper,2025-10-15 5:59:58,sunny,18,0,city
plastic,2025-10-15 3:56:15,sunny,18,0,city
plastic,2025-10-15 8:23:03,sunny,18,0,city
plastic,2025-10-15 15:18:30,sunny,18,0,city
glass,2025-10-15 16:17:27,sunny,18,0,city
plastic,2025-10-15 23:36:27,sunny,18,0,city
plastic,2025-10-15 15:12:17,sunny,18,0,city
glass,2025-10-15 15:46:01,sunny,18,0,city
plastic,2025-10-15 22:19:25,sunny,18,0,city
plastic,2025-10-15 21:57:50,sunny,18,0,city
organic,2025-10-15 10:09:45,sunny,18,0,city
paper,2025-10-16 1:41:31,sunny,12,0,city
glass,2025-10-16 14:35:10,sunny,12,0,city
plastic,2025-10-16 15:06:07,sunny,12,0,city
plastic,2025-10-16 7:13:45,sunny,12,0,city
organic,2025-10-16 5:42:48,sunny,12,0,city
organic,2025-10-16 23:13:29,sunny,12,0,city
glass,2025-10-16 23:24:55,sunny,12,0,city
organic,2025-10-16 7:33:21,sunny,12,0,city
organic,2025-10-16 19:34:45,sunny,12,0,city
paper,2025-10-16 19:03:38,sunny,12,0,city
plastic,2025-10-16 21:39:44,sunny,12,0,city
plastic,2025-10-16 11:44:26,sunny,12,0,city
organic,2025-10-16 17:25:54,sunny,12,0,city
plastic,2025-10-16 21:44:23,sunny,12,0,city
plastic,2025-10-16 17:57:10,sunny,12,0,city
plastic,2025-10-16 14:28:05,sunny,12,0,city
paper,2025-10-16 7:07:10,sunny,12,0,city
organic,2025-10-16 12:37:51,sunny,12,0,city
plastic,2025-10-16 17:12:50,sunny,12,0,city
glass,2025-10-16 18:21:12,sunny,12,0,city
paper,2025-10-16 8:55:49,sunny,12,0,city
paper,2025-10-16 11:40:33,sunny,12,0,city
plastic,2025-10-16 9:06:25,sunny,12,0,city
paper,2025-10-16 13:52:59,sunny,12,0,city
organic,2025-10-17 22:50:45,sunny,18,0,city
paper,2025-10-17 5:55:47,sunny,18,0,city
organic,2025-10-17 9:19:23,sunny,18,0,city
metal,2025-10-17 11:40:33,sunny,18,0,city
plastic,2025-10-17 17:49:11,sunny,18,0,city
plastic,2025-10-17 12:19:54,sunny,18,0,city
paper,2025-10-17 8:57:25,sunny,18,0,city
organic,2025-10-17 2:43:21,sunny,18,0,city
paper,2025-10-17 15:47:26,sunny,18,0,city
organic,2025-10-17 10:07:30,sunny,18,0,city
paper,2025-10-17 3:06:13,sunny,18,0,city
organic,2025-10-17 4:44:17,sunny,18,0,city
metal,2025-10-17 12:14:23,sunny,18,0,city
paper,2025-10-17 23:11:44,sunny,18,0,city
metal,2025-10-17 13:54:01,sunny,18,0,city
plastic,2025-10-17 7:20:29,sunny,18,0,city
paper,2025-10-17 12:42:02,sunny,18,0,city
paper,2025-10-17 8:23:26,sunny,18,0,city
organic,2025-10-17 4:17:37,sunny,18,0,city
paper,2025-10-17 14:01:20,sunny,18,0,city
paper,2025-10-17 10:07:38,sunny,18,0,city
organic,2025-10-17 20:29:31,sunny,18,0,city
plastic,2025-10-17 17:50:47,sunny,18,0,city
glass,2025-10-17 22:12:39,sunny,18,0,city
paper,2025-10-18 11:43:04,cloudy,11,0,city
plastic,2025-10-18 10:21:56,cloudy,11,0,city
plastic,2025-10-18 6:02:54,cloudy,11,0,city
metal,2025-10-18 13:30:45,cloudy,11,0,city
organic,2025-10-18 0:26:32,cloudy,11,0,city
plastic,2025-10-18 18:30:59,cloudy,11,0,city
paper,2025-10-18 11:26:49,cloudy,11,0,city
organic,2025-10-18 16:03:17,cloudy,11,0,city
metal,2025-10-18 13:04:06,cloudy,11,0,city
organic,2025-10-18 8:38:48,cloudy,11,0,city
plastic,2025-10-18 3:23:06,cloudy,11,0,city
glass,2025-10-18 5:59:29,cloudy,11,0,city
paper,2025-10-18 1:21:46,cloudy,11,0,city
metal,2025-10-18 18:37:26,cloudy,11,0,city
organic,2025-10-18 17:51:21,cloudy,11,0,city
plastic,2025-10-18 18:18:35,cloudy,11,0,city
plastic,2025-10-18 12:03:17,cloudy,11,0,city
metal,2025-10-18 9:45:43,cloudy,11,0,city
metal,2025-10-18 2:26:22,cloudy,11,0,city
glass,2025-10-18 6:17:08,cloudy,11,0,city
plastic,2025-10-18 10:23:44,cloudy,11,0,city
plastic,2025-10-18 6:02:32,cloudy,11,0,city
metal,2025-10-18 1:30:24,cloudy,11,0,city
metal,2025-10-18 9:39:20,cloudy,11,0,city
paper,2025-10-18 23:04:33,cloudy,11,0,city
organic,2025-10-19 14:30:13,sunny,14,0,city
plastic,2025-10-19 6:15:16,sunny,14,0,city
paper,2025-10-19 6:57:38,sunny,14,0,city
plastic,2025-10-19 18:59:23,sunny,14,0,city
paper,2025-10-19 11:32:34,sunny,14,0,city
paper,2025-10-19 1:03:21,sunny,14,0,city
plastic,2025-10-19 2:03:53,sunny,14,0,city
organic,2025-10-19 21:30:57,sunny,14,0,city
glass,2025-10-19 21:06:15,sunny,14,0,city
metal,2025-10-19 13:11:59,sunny,14,0,city
glass,2025-10-19 9:42:56,sunny,14,0,city
plastic,2025-10-19 17:55:04,sunny,14,0,city
organic,2025-10-19 22:39:21,sunny,14,0,city
organic,2025-10-19 18:11:49,sunny,14,0,city
organic,2025-10-19 9:38:58,sunny,14,0,city
metal,2025-10-19 4:40:51,sunny,14,0,city
organic,2025-10-19 3:45:40,sunny,14,0,city
plastic,2025-10-19 1:50:53,sunny,14,0,city
plastic,2025-10-19 11:19:17,sunny,14,0,city
glass,2025-10-19 0:16:46,sunny,14,0,city
glass,2025-10-19 23:36:15,sunny,14,0,city
organic,2025-10-19 15:41:48,sunny,14,0,city
metal,2025-10-19 15:00:15,sunny,14,0,city
plastic,2025-10-19 9:50:20,sunny,14,0,city
organic,2025-10-19 2:22:24,sunny,14,0,city
plastic,2025-10-19 18:43:14,sunny,14,0,city
paper,2025-10-19 17:32:40,sunny,14,0,city
plastic,2025-10-19 5:51:01,sunny,14,0,city
glass,2025-10-20 14:17:22,cloudy,18,0,city
organic,2025-10-20 19:31:37,cloudy,18,0,city
organic,2025-10-20 0:38:41,cloudy,18,0,city
organic,2025-10-20 12:22:30,cloudy,18,0,city
organic,2025-10-20 4:55:03,cloudy,18,0,city
plastic,2025-10-20 2:01:32,cloudy,18,0,city
organic,2025-10-20 2:37:15,cloudy,18,0,city
metal,2025-10-20 23:58:53,cloudy,18,0,city
plastic,2025-10-20 0:35:02,cloudy,18,0,city
paper,2025-10-20 22:48:54,cloudy,18,0,city
glass,2025-10-20 5:46:31,cloudy,18,0,city
paper,2025-10-20 3:18:47,cloudy,18,0,city
plastic,2025-10-20 10:21:24,cloudy,18,0,city
metal,2025-10-20 16:51:35,cloudy,18,0,city
metal,2025-10-20 6:27:42,cloudy,18,0,city
metal,2025-10-20 15:11:02,cloudy,18,0,city
paper,2025-10-20 11:35:13,cloudy,18,0,city
metal,2025-10-20 14:28:06,cloudy,18,0,city
plastic,2025-10-20 21:30:20,cloudy,18,0,city
metal,2025-10-20 3:43:45,cloudy,18,0,city
paper,2025-10-20 8:01:44,cloudy,18,0,city
organic,2025-10-21 11:15:13,rainy,16,0,city
paper,2025-10-21 14:43:26,rainy,16,0,city
glass,2025-10-21 14:58:48,rainy,16,0,city
plastic,2025-10-21 21:45:23,rainy,16,0,city
organic,2025-10-21 16:03:17,rainy,16,0,city
metal,2025-10-21 0:04:11,rainy,16,0,city
paper,2025-10-21 9:27:48,rainy,16,0,city
plastic,2025-10-22 20:51:52,cloudy,14,0,city
metal,2025-10-22 6:55:47,cloudy,14,0,city
organic,2025-10-22 21:16:32,cloudy,14,0,city
organic,2025-10-22 11:07:28,cloudy,14,0,city
metal,2025-10-22 23:53:57,cloudy,14,0,city
paper,2025-10-22 21:54:06,cloudy,14,0,city
glass,2025-10-22 2:22:05,cloudy,14,0,city
plastic,2025-10-22 15:31:34,cloudy,14,0,city
paper,2025-10-22 6:06:29,cloudy,14,0,city
plastic,2025-10-22 10:53:37,cloudy,14,0,city
organic,2025-10-22 16:03:23,cloudy,14,0,city
metal,2025-10-22 19:48:20,cloudy,14,0,city
plastic,2025-10-22 7:12:26,cloudy,14,0,city
organic,2025-10-22 11:20:55,cloudy,14,0,city
plastic,2025-10-22 5:07:31,cloudy,14,0,city
metal,2025-10-22 21:40:13,cloudy,14,0,city
plastic,2025-10-22 19:11:04,cloudy,14,0,city
plastic,2025-10-22 2:04:20,cloudy,14,0,city
plastic,2025-10-22 18:37:26,cloudy,14,0,city
organic,2025-10-22 17:47:08,cloudy,14,0,city
metal,2025-10-22 7:11:40,cloudy,14,0,city
paper,2025-10-23 11:07:55,cloudy,9,0,city
plastic,2025-10-23 2:49:08,cloudy,9,0,city
organic,2025-10-23 1:42:28,cloudy,9,0,city
metal,2025-10-23 17:53:31,cloudy,9,0,city
glass,2025-10-23 16:34:00,cloudy,9,0,city
plastic,2025-10-23 1:42:37,cloudy,9,0,city
paper,2025-10-23 19:07:25,cloudy,9,0,city
glass,2025-10-23 8:15:36,cloudy,9,0,city
plastic,2025-10-23 7:21:01,cloudy,9,0,city
paper,2025-10-23 20:50:06,cloudy,9,0,city
plastic,2025-10-23 5:10:01,cloudy,9,0,city
paper,2025-10-23 23:34:41,cloudy,9,0,city
plastic,2025-10-23 22:28:54,cloudy,9,0,city
glass,2025-10-23 1:12:54,cloudy,9,0,city
organic,2025-10-23 3:11:33,cloudy,9,0,city
paper,2025-10-23 18:07:00,cloudy,9,0,city
organic,2025-10-23 9:12:43,cloudy,9,0,city
plastic,2025-10-23 1:57:39,cloudy,9,0,city
paper,2025-10-23 14:04:23,cloudy,9,0,city
organic,2025-10-23 3:19:18,cloudy,9,0,city
plastic,2025-10-23 8:24:42,cloudy,9,0,city
organic,2025-10-24 15:50:04,cloudy,12,0,city
organic,2025-10-24 11:58:15,cloudy,12,0,city
glass,2025-10-24 17:08:45,cloudy,12,0,city
glass,2025-10-24 7:34:44,cloudy,12,0,city
plastic,2025-10-24 14:04:07,cloudy,12,0,city
plastic,2025-10-24 14:50:59,cloudy,12,0,city
plastic,2025-10-24 9:40:45,cloudy,12,0,city
glass,2025-10-24 0:43:10,cloudy,12,0,city
plastic,2025-10-24 5:41:23,cloudy,12,0,city
metal,2025-10-24 13:42:16,cloudy,12,0,city
plastic,2025-10-24 7:04:45,cloudy,12,0,city
organic,2025-10-24 12:27:52,cloudy,12,0,city
plastic,2025-10-24 16:26:43,cloudy,12,0,city
glass,2025-10-24 1:31:13,cloudy,12,0,city
glass,2025-10-24 23:44:08,cloudy,12,0,city
organic,2025-10-24 21:00:51,cloudy,12,0,city
organic,2025-10-24 15:17:47,cloudy,12,0,city
organic,2025-10-24 15:30:53,cloudy,12,0,city
plastic,2025-10-24 22:11:04,cloudy,12,0,city
organic,2025-10-24 16:26:03,cloudy,12,0,city
metal,2025-10-24 22:31:27,cloudy,12,0,city
paper,2025-10-25 10:01:20,sunny,17,0,city
glass,2025-10-25 5:15:36,sunny,17,0,city
metal,2025-10-25 2:24:48,sunny,17,0,city
plastic,2025-10-25 2:39:41,sunny,17,0,city
paper,2025-10-25 15:04:32,sunny,17,0,city
plastic,2025-10-25 11:18:54,sunny,17,0,city
glass,2025-10-25 3:05:05,sunny,17,0,city
metal,2025-10-25 22:37:36,sunny,17,0,city
paper,2025-10-25 17:05:20,sunny,17,0,city
paper,2025-10-25 23:11:26,sunny,17,0,city
metal,2025-10-25 19:23:11,sunny,17,0,city
organic,2025-10-25 10:54:00,sunny,17,0,city
plastic,2025-10-25 0:56:53,sunny,17,0,city
plastic,2025-10-25 7:18:30,sunny,17,0,city
organic,2025-10-25 2:42:54,sunny,17,0,city
metal,2025-10-25 13:00:45,sunny,17,0,city
paper,2025-10-25 0:31:33,sunny,17,0,city
plastic,2025-10-25 14:16:47,sunny,17,0,city
paper,2025-10-25 8:24:05,sunny,17,0,city
plastic,2025-10-25 23:22:56,sunny,17,0,city
plastic,2025-10-25 19:32:19,sunny,17,0,city
plastic,2025-10-25 3:36:58,sunny,17,0,city
metal,2025-10-25 8:42:39,sunny,17,0,city
organic,2025-10-25 19:45:39,sunny,17,0,city
metal,2025-10-25 21:23:08,sunny,17,0,city
paper,2025-10-25 23:41:45,sunny,17,0,city
organic,2025-10-25 14:34:43,sunny,17,0,city
metal,2025-10-25 9:55:05,sunny,17,0,city
plastic,2025-10-26 2:12:32,rainy,14,0,city
glass,2025-10-26 23:39:50,rainy,14,0,city
organic,2025-10-26 15:01:43,rainy,14,0,city
glass,2025-10-26 23:21:33,rainy,14,0,city
organic,2025-10-26 8:31:03,rainy,14,0,city
plastic,2025-10-26 6:25:35,rainy,14,0,city
paper,2025-10-26 14:38:47,rainy,14,0,city
glass,2025-10-26 1:48:34,rainy,14,0,city
plastic,2025-10-26 21:32:21,rainy,14,0,city
paper,2025-10-26 2:00:36,rainy,14,0,city
organic,2025-10-26 14:18:58,rainy,14,0,city
paper,2025-10-26 1:58:47,rainy,14,0,city
organic,2025-10-27 14:38:18,cloudy,18,0,city
paper,2025-10-27 9:20:39,cloudy,18,0,city
plastic,2025-10-27 16:02:23,cloudy,18,0,city
plastic,2025-10-27 15:48:27,cloudy,18,0,city
glass,2025-10-27 19:18:53,cloudy,18,0,city
plastic,2025-10-27 0:22:29,cloudy,18,0,city
paper,2025-10-27 8:06:58,cloudy,18,0,city
plastic,2025-10-27 1:34:44,cloudy,18,0,city
organic,2025-10-27 9:16:52,cloudy,18,0,city
paper,2025-10-27 22:19:13,cloudy,18,0,city
organic,2025-10-27 21:07:24,cloudy,18,0,city
plastic,2025-10-27 6:36:23,cloudy,18,0,city
plastic,2025-10-27 16:48:15,cloudy,18,0,city
paper,2025-10-27 20:21:31,cloudy,18,0,city
plastic,2025-10-27 20:35:45,cloudy,18,0,city
organic,2025-10-27 22:22:51,cloudy,18,0,city
paper,2025-10-27 14:16:33,cloudy,18,0,city
organic,2025-10-27 0:11:13,cloudy,18,0,city
paper,2025-10-27 19:16:15,cloudy,18,0,city
paper,2025-10-27 10:44:12,cloudy,18,0,city
paper,2025-10-27 20:27:15,cloudy,18,0,city
organic,2025-10-28 9:12:50,cloudy,18,0,city
plastic,2025-10-28 3:49:55,cloudy,18,0,city
paper,2025-10-28 2:29:42,cloudy,18,0,city
glass,2025-10-28 4:37:46,cloudy,18,0,city
plastic,2025-10-28 8:40:26,cloudy,18,0,city
plastic,2025-10-28 16:38:05,cloudy,18,0,city
organic,2025-10-28 7:59:57,cloudy,18,0,city
plastic,2025-10-28 18:03:57,cloudy,18,0,city
paper,2025-10-28 2:30:53,cloudy,18,0,city
organic,2025-10-28 4:15:04,cloudy,18,0,city
glass,2025-10-28 0:11:37,cloudy,18,0,city
plastic,2025-10-28 11:53:43,cloudy,18,0,city
paper,2025-10-28 17:23:11,cloudy,18,0,city
metal,2025-10-28 12:11:31,cloudy,18,0,city
paper,2025-10-28 0:50:36,cloudy,18,0,city
plastic,2025-10-28 8:27:38,cloudy,18,0,city
organic,2025-10-28 20:34:07,cloudy,18,0,city
organic,2025-10-28 0:42:48,cloudy,18,0,city
organic,2025-10-28 3:28:41,cloudy,18,0,city
plastic,2025-10-28 20:01:38,cloudy,18,0,city
paper,2025-10-28 18:25:10,cloudy,18,0,city
paper,2025-10-29 0:42:31,sunny,13,0,city
paper,2025-10-29 10:32:15,sunny,13,0,city
organic,2025-10-29 10:03:21,sunny,13,0,city
paper,2025-10-29 15:51:05,sunny,13,0,city
metal,2025-10-29 12:41:26,sunny,13,0,city
organic,2025-10-29 23:34:49,sunny,13,0,city
paper,2025-10-29 10:52:12,sunny,13,0,city
organic,2025-10-29 12:29:49,sunny,13,0,city
organic,2025-10-29 0:48:15,sunny,13,0,city
metal,2025-10-29 17:16:01,sunny,13,0,city
glass,2025-10-29 17:45:01,sunny,13,0,city
plastic,2025-10-29 20:16:29,sunny,13,0,city
paper,2025-10-29 14:34:18,sunny,13,0,city
plastic,2025-10-29 11:48:11,sunny,13,0,city
paper,2025-10-29 20:36:55,sunny,13,0,city
plastic,2025-10-29 21:17:27,sunny,13,0,city
plastic,2025-10-29 16:40:44,sunny,13,0,city
plastic,2025-10-29 18:08:22,sunny,13,0,city
organic,2025-10-29 20:06:32,sunny,13,0,city
paper,2025-10-29 0:54:42,sunny,13,0,city
organic,2025-10-29 5:04:39,sunny,13,0,city
metal,2025-10-29 3:38:28,sunny,13,0,city
metal,2025-10-29 11:36:19,sunny,13,0,city
paper,2025-10-29 9:10:11,sunny,13,0,city
glass,2025-10-30 22:17:41,stormy,6,0,city
paper,2025-10-31 15:23:24,sunny,18,0,city
plastic,2025-10-31 18:46:36,sunny,18,0,city
plastic,2025-10-31 10:44:24,sunny,18,0,city
paper,2025-10-31 5:49:01,sunny,18,0,city
glass,2025-10-31 5:14:24,sunny,18,0,city
glass,2025-10-31 6:54:25,sunny,18,0,city
organic,2025-10-31 11:43:36,sunny,18,0,city
plastic,2025-10-31 15:03:44,sunny,18,0,city
paper,2025-10-31 4:51:22,sunny,18,0,city
metal,2025-10-31 20:08:08,sunny,18,0,city
glass,2025-10-31 21:59:02,sunny,18,0,city
plastic,2025-10-31 5:20:28,sunny,18,0,city
organic,2025-10-31 12:05:23,sunny,18,0,city
paper,2025-10-31 23:58:12,sunny,18,0,city
organic,2025-10-31 14:05:29,sunny,18,0,city
plastic,2025-10-31 20:21:21,sunny,18,0,city
plastic,2025-10-31 15:39:58,sunny,18,0,city
organic,2025-10-31 1:09:19,sunny,18,0,city
plastic,2025-10-31 12:07:07,sunny,18,0,city
plastic,2025-10-31 18:01:59,sunny,18,0,city
plastic,2025-10-31 12:33:41,sunny,18,0,city
plastic,2025-10-31 23:15:16,sunny,18,0,city
paper,2025-10-31 22:54:50,sunny,18,0,city
metal,2025-10-31 6:50:19,sunny,18,0,city
organic,2025-11-01 16:50:10,cloudy,5,0,city
plastic,2025-11-01 13:44:31,cloudy,5,0,city
glass,2025-11-01 15:10:29,cloudy,5,0,city
glass,2025-11-01 0:10:00,cloudy,5,0,city
glass,2025-11-01 13:56:04,cloudy,5,0,city
plastic,2025-11-01 7:19:56,cloudy,5,0,city
metal,2025-11-01 2:49:13,cloudy,5,0,city
organic,2025-11-01 23:32:25,cloudy,5,0,city
plastic,2025-11-01 21:45:23,cloudy,5,0,city
organic,2025-11-01 17:01:30,cloudy,5,0,city
organic,2025-11-01 23:26:33,cloudy,5,0,city
paper,2025-11-01 16:14:45,cloudy,5,0,city
glass,2025-11-01 9:04:44,cloudy,5,0,city
metal,2025-11-01 9:11:27,cloudy,5,0,city
metal,2025-11-01 7:06:45,cloudy,5,0,city
glass,2025-11-01 19:42:59,cloudy,5,0,city
metal,2025-11-01 4:34:50,cloudy,5,0,city
metal,2025-11-01 8:43:32,cloudy,5,0,city
glass,2025-11-01 12:49:20,cloudy,5,0,city
plastic,2025-11-01 22:04:54,cloudy,5,0,city
organic,2025-11-01 14:39:24,cloudy,5,0,city
organic,2025-11-02 22:23:57,misty,13,0,city
organic,2025-11-02 2:37:49,misty,13,0,city
organic,2025-11-02 16:40:59,misty,13,0,city
plastic,2025-11-02 6:32:08,misty,13,0,city
plastic,2025-11-02 1:12:33,misty,13,0,city
plastic,2025-11-02 20:40:11,misty,13,0,city
organic,2025-11-02 13:05:34,misty,13,0,city
glass,2025-11-02 5:58:48,misty,13,0,city
metal,2025-11-02 4:17:13,misty,13,0,city
plastic,2025-11-02 3:34:05,misty,13,0,city
paper,2025-11-02 17:07:31,misty,13,0,city
plastic,2025-11-02 8:19:07,misty,13,0,city
plastic,2025-11-02 8:10:29,misty,13,0,city
plastic,2025-11-02 2:04:15,misty,13,0,city
plastic,2025-11-02 5:47:17,misty,13,0,city
plastic,2025-11-02 14:08:50,misty,13,0,city
plastic,2025-11-03 1:57:40,sunny,7,0,city
plastic,2025-11-03 4:09:13,sunny,7,0,city
metal,2025-11-03 16:13:57,sunny,7,0,city
organic,2025-11-03 18:24:33,sunny,7,0,city
plastic,2025-11-03 4:47:39,sunny,7,0,city
paper,2025-11-03 6:15:27,sunny,7,0,city
metal,2025-11-03 6:07:02,sunny,7,0,city
organic,2025-11-03 10:13:57,sunny,7,0,city
plastic,2025-11-03 4:02:49,sunny,7,0,city
metal,2025-11-03 16:28:30,sunny,7,0,city
plastic,2025-11-03 0:37:41,sunny,7,0,city
paper,2025-11-03 13:20:25,sunny,7,0,city
organic,2025-11-03 10:48:28,sunny,7,0,city
glass,2025-11-03 1:40:23,sunny,7,0,city
glass,2025-11-03 9:17:18,sunny,7,0,city
plastic,2025-11-03 11:11:30,sunny,7,0,city
organic,2025-11-03 10:11:46,sunny,7,0,city
plastic,2025-11-03 13:03:24,sunny,7,0,city
plastic,2025-11-03 20:58:34,sunny,7,0,city
plastic,2025-11-03 8:55:51,sunny,7,0,city
plastic,2025-11-03 18:21:41,sunny,7,0,city
plastic,2025-11-03 12:43:50,sunny,7,0,city
plastic,2025-11-03 9:13:45,sunny,7,0,city
organic,2025-11-03 18:54:02,sunny,7,0,city
organic,2025-11-04 16:14:06,rainy,9,0,city
organic,2025-11-04 6:46:22,rainy,9,0,city
plastic,2025-11-04 9:46:11,rainy,9,0,city
glass,2025-11-04 2:23:20,rainy,9,0,city
metal,2025-11-04 20:17:06,rainy,9,0,city
plastic,2025-11-04 13:13:04,rainy,9,0,city
glass,2025-11-04 16:52:58,rainy,9,0,city
metal,2025-11-05 8:21:17,misty,9,0,city
paper,2025-11-05 19:43:38,misty,9,0,city
organic,2025-11-05 2:18:24,misty,9,0,city
organic,2025-11-05 11:05:43,misty,9,0,city
paper,2025-11-05 21:34:48,misty,9,0,city
glass,2025-11-05 4:36:56,misty,9,0,city
plastic,2025-11-05 17:12:37,misty,9,0,city
plastic,2025-11-05 5:36:59,misty,9,0,city
plastic,2025-11-05 9:30:42,misty,9,0,city
plastic,2025-11-05 19:04:23,misty,9,0,city
organic,2025-11-05 5:38:14,misty,9,0,city
paper,2025-11-05 2:49:13,misty,9,0,city
organic,2025-11-06 9:02:59,cloudy,13,0,city
paper,2025-11-06 9:35:56,cloudy,13,0,city
metal,2025-11-06 5:01:39,cloudy,13,0,city
plastic,2025-11-06 3:26:26,cloudy,13,0,city
paper,2025-11-06 2:32:17,cloudy,13,0,city
plastic,2025-11-06 19:09:27,cloudy,13,0,city
plastic,2025-11-06 12:00:31,cloudy,13,0,city
metal,2025-11-06 10:28:34,cloudy,13,0,city
plastic,2025-11-06 11:58:18,cloudy,13,0,city
paper,2025-11-06 21:06:18,cloudy,13,0,city
glass,2025-11-06 22:43:30,cloudy,13,0,city
metal,2025-11-06 10:52:11,cloudy,13,0,city
organic,2025-11-06 3:43:21,cloudy,13,0,city
organic,2025-11-06 5:09:22,cloudy,13,0,city
plastic,2025-11-06 4:13:30,cloudy,13,0,city
plastic,2025-11-06 19:21:53,cloudy,13,0,city
paper,2025-11-06 5:53:27,cloudy,13,0,city
plastic,2025-11-06 2:34:21,cloudy,13,0,city
glass,2025-11-06 4:51:05,cloudy,13,0,city
paper,2025-11-06 3:54:16,cloudy,13,0,city
glass,2025-11-06 5:42:54,cloudy,13,0,city
plastic,2025-11-07 18:56:26,misty,12,0,city
paper,2025-11-07 15:25:32,misty,12,0,city
paper,2025-11-07 10:20:04,misty,12,0,city
glass,2025-11-07 4:43:30,misty,12,0,city
organic,2025-11-07 16:37:55,misty,12,0,city
plastic,2025-11-07 13:21:41,misty,12,0,city
paper,2025-11-07 1:34:05,misty,12,0,city
plastic,2025-11-07 6:09:44,misty,12,0,city
organic,2025-11-07 6:02:32,misty,12,0,city
paper,2025-11-07 0:05:01,misty,12,0,city
plastic,2025-11-07 6:32:43,misty,12,0,city
plastic,2025-11-07 21:47:06,misty,12,0,city
glass,2025-11-08 22:44:35,sunny,12,0,city
organic,2025-11-08 3:42:28,sunny,12,0,city
plastic,2025-11-08 19:23:40,sunny,12,0,city
metal,2025-11-08 10:07:37,sunny,12,0,city
plastic,2025-11-08 0:35:54,sunny,12,0,city
plastic,2025-11-08 20:42:56,sunny,12,0,city
plastic,2025-11-08 7:56:28,sunny,12,0,city
paper,2025-11-08 19:34:37,sunny,12,0,city
plastic,2025-11-08 13:04:01,sunny,12,0,city
glass,2025-11-08 0:07:27,sunny,12,0,city
paper,2025-11-08 9:42:16,sunny,12,0,city
glass,2025-11-08 18:06:40,sunny,12,0,city
organic,2025-11-08 16:33:45,sunny,12,0,city
plastic,2025-11-08 20:14:17,sunny,12,0,city
metal,2025-11-08 5:54:38,sunny,12,0,city
metal,2025-11-08 14:12:25,sunny,12,0,city
glass,2025-11-08 0:55:50,sunny,12,0,city
plastic,2025-11-08 11:24:44,sunny,12,0,city
plastic,2025-11-08 13:26:56,sunny,12,0,city
paper,2025-11-08 0:57:45,sunny,12,0,city
plastic,2025-11-08 15:02:01,sunny,12,0,city
organic,2025-11-08 13:24:15,sunny,12,0,city
paper,2025-11-08 2:30:01,sunny,12,0,city
plastic,2025-11-08 1:14:42,sunny,12,0,city
