id,detected_object,timestamp,weather,temperature_celsius,holiday,location
3477,metal,2025-07-19 01:28:50,sunny,17,0,development
3478,organic,2025-07-19 18:32:11,sunny,17,0,development
3479,plastic,2025-07-19 20:05:55,sunny,17,0,development
3480,paper,2025-07-19 12:00:48,sunny,17,0,development
3481,plastic,2025-07-19 08:23:47,sunny,17,0,development
3482,glass,2025-07-19 06:55:06,sunny,17,0,development
3483,plastic,2025-07-19 21:29:31,sunny,17,0,development
3484,glass,2025-07-19 18:59:13,sunny,17,0,development
3485,metal,2025-07-19 15:30:12,sunny,17,0,development
3486,paper,2025-07-19 15:09:02,sunny,17,0,development
3487,plastic,2025-07-19 08:26:23,sunny,17,0,development
3488,organic,2025-07-19 03:45:23,sunny,17,0,development
3489,plastic,2025-07-19 02:38:46,sunny,17,0,development
3490,metal,2025-07-19 22:41:40,sunny,17,0,development
3491,paper,2025-07-19 01:48:18,sunny,17,0,development
3492,organic,2025-07-19 06:34:03,sunny,17,0,development
3493,plastic,2025-07-19 09:39:36,sunny,17,0,development
3494,organic,2025-07-19 03:10:32,sunny,17,0,development
3495,glass,2025-07-19 04:52:56,sunny,17,0,development
3496,organic,2025-07-19 16:34:08,sunny,17,0,development
3497,plastic,2025-07-19 09:00:53,sunny,17,0,development
3498,organic,2025-07-20 16:10:34,cloudy,21,0,development
3499,glass,2025-07-20 10:54:23,cloudy,21,0,development
3500,plastic,2025-07-20 16:59:47,cloudy,21,0,development
3501,organic,2025-07-20 07:35:39,cloudy,21,0,development
3502,plastic,2025-07-20 13:03:17,cloudy,21,0,development
3503,plastic,2025-07-20 21:20:16,cloudy,21,0,development
3504,organic,2025-07-20 06:25:57,cloudy,21,0,development
3505,paper,2025-07-20 02:16:46,cloudy,21,0,development
3506,plastic,2025-07-20 04:26:21,cloudy,21,0,development
3507,metal,2025-07-20 18:47:31,cloudy,21,0,development
3508,plastic,2025-07-20 15:28:00,cloudy,21,0,development
3509,metal,2025-07-20 10:38:54,cloudy,21,0,development
3510,plastic,2025-07-20 03:52:55,cloudy,21,0,development
3511,paper,2025-07-20 23:31:53,cloudy,21,0,development
3512,organic,2025-07-20 15:06:59,cloudy,21,0,development
3513,organic,2025-07-20 20:51:49,cloudy,21,0,development
3514,metal,2025-07-20 12:44:41,cloudy,21,0,development
3515,paper,2025-07-20 17:50:56,cloudy,21,0,development
3516,paper,2025-07-20 18:58:07,cloudy,21,0,development
3517,glass,2025-07-20 00:47:02,cloudy,21,0,development
3518,plastic,2025-07-20 16:27:39,cloudy,21,0,development
3519,plastic,2025-07-20 16:42:18,cloudy,21,0,development
3520,plastic,2025-07-20 05:21:44,cloudy,21,0,development
3521,plastic,2025-07-20 00:24:09,cloudy,21,0,development
3522,paper,2025-07-20 07:39:04,cloudy,21,0,development
3523,plastic,2025-07-20 05:53:17,cloudy,21,0,development
3524,paper,2025-07-20 11:07:21,cloudy,21,0,development
3525,plastic,2025-07-20 14:02:43,cloudy,21,0,development
3526,plastic,2025-07-20 02:39:09,cloudy,21,0,development
3527,plastic,2025-07-20 04:11:10,cloudy,21,0,development
3528,plastic,2025-07-21 08:53:13,cloudy,15,0,development
3529,metal,2025-07-21 20:28:45,cloudy,15,0,development
3530,organic,2025-07-21 12:33:38,cloudy,15,0,development
3531,organic,2025-07-21 21:47:50,cloudy,15,0,development
3532,paper,2025-07-21 23:46:18,cloudy,15,0,development
3533,organic,2025-07-21 07:43:39,cloudy,15,0,development
3534,plastic,2025-07-21 09:52:28,cloudy,15,0,development
3535,plastic,2025-07-21 20:29:58,cloudy,15,0,development
3536,glass,2025-07-21 14:14:27,cloudy,15,0,development
3537,plastic,2025-07-21 00:47:01,cloudy,15,0,development
3538,plastic,2025-07-21 12:54:42,cloudy,15,0,development
3539,plastic,2025-07-21 21:39:40,cloudy,15,0,development
3540,plastic,2025-07-21 18:33:07,cloudy,15,0,development
3541,organic,2025-07-21 16:42:13,cloudy,15,0,development
3542,organic,2025-07-21 12:06:56,cloudy,15,0,development
3543,glass,2025-07-21 06:53:05,cloudy,15,0,development
3544,organic,2025-07-21 06:59:20,cloudy,15,0,development
3545,plastic,2025-07-21 08:46:22,cloudy,15,0,development
3546,plastic,2025-07-21 05:55:57,cloudy,15,0,development
3547,organic,2025-07-21 07:12:29,cloudy,15,0,development
3548,plastic,2025-07-21 13:40:47,cloudy,15,0,development
3549,organic,2025-07-22 22:18:39,cloudy,24,0,development
3550,plastic,2025-07-22 22:59:30,cloudy,24,0,development
3551,paper,2025-07-22 16:17:01,cloudy,24,0,development
3552,paper,2025-07-22 05:26:35,cloudy,24,0,development
3553,plastic,2025-07-22 10:16:09,cloudy,24,0,development
3554,paper,2025-07-22 14:26:36,cloudy,24,0,development
3555,plastic,2025-07-22 23:30:17,cloudy,24,0,development
3556,plastic,2025-07-22 00:35:24,cloudy,24,0,development
3557,paper,2025-07-22 02:51:14,cloudy,24,0,development
3558,paper,2025-07-22 00:15:49,cloudy,24,0,development
3559,paper,2025-07-22 22:31:58,cloudy,24,0,development
3560,metal,2025-07-22 15:17:06,cloudy,24,0,development
3561,glass,2025-07-22 09:30:19,cloudy,24,0,development
3562,paper,2025-07-22 06:17:25,cloudy,24,0,development
3563,organic,2025-07-22 11:17:10,cloudy,24,0,development
3564,paper,2025-07-22 16:57:36,cloudy,24,0,development
3565,plastic,2025-07-22 23:15:11,cloudy,24,0,development
3566,organic,2025-07-22 18:55:18,cloudy,24,0,development
3567,metal,2025-07-22 07:13:35,cloudy,24,0,development
3568,plastic,2025-07-22 13:06:11,cloudy,24,0,development
3569,metal,2025-07-22 21:50:21,cloudy,24,0,development
3570,plastic,2025-07-22 17:38:16,cloudy,24,0,development
3571,plastic,2025-07-22 10:53:04,cloudy,24,0,development
3572,paper,2025-07-22 13:03:23,cloudy,24,0,development
3573,metal,2025-07-22 22:41:03,cloudy,24,0,development
3574,glass,2025-07-23 23:12:48,cloudy,19,0,development
3575,organic,2025-07-23 23:46:23,cloudy,19,0,development
3576,glass,2025-07-23 11:23:32,cloudy,19,0,development
3577,plastic,2025-07-23 11:04:59,cloudy,19,0,development
3578,paper,2025-07-23 17:50:57,cloudy,19,0,development
3579,organic,2025-07-23 21:03:34,cloudy,19,0,development
3580,paper,2025-07-23 01:05:16,cloudy,19,0,development
3581,organic,2025-07-23 06:46:49,cloudy,19,0,development
3582,plastic,2025-07-23 06:01:01,cloudy,19,0,development
3583,plastic,2025-07-23 12:36:10,cloudy,19,0,development
3584,paper,2025-07-23 05:55:06,cloudy,19,0,development
3585,metal,2025-07-23 06:09:50,cloudy,19,0,development
3586,organic,2025-07-23 08:58:57,cloudy,19,0,development
3587,plastic,2025-07-23 13:41:46,cloudy,19,0,development
3588,paper,2025-07-23 02:49:15,cloudy,19,0,development
3589,plastic,2025-07-23 20:06:51,cloudy,19,0,development
3590,glass,2025-07-23 23:05:31,cloudy,19,0,development
3591,glass,2025-07-23 12:11:00,cloudy,19,0,development
3592,glass,2025-07-23 20:34:54,cloudy,19,0,development
3593,plastic,2025-07-23 07:29:35,cloudy,19,0,development
3594,metal,2025-07-23 03:05:35,cloudy,19,0,development
3595,plastic,2025-07-24 04:24:22,sunny,28,0,development
3596,plastic,2025-07-24 11:17:42,sunny,28,0,development
3597,paper,2025-07-24 02:16:37,sunny,28,0,development
3598,glass,2025-07-24 02:18:58,sunny,28,0,development
3599,glass,2025-07-24 10:35:11,sunny,28,0,development
3600,organic,2025-07-24 13:11:21,sunny,28,0,development
3601,glass,2025-07-24 17:54:03,sunny,28,0,development
3602,metal,2025-07-24 11:03:30,sunny,28,0,development
3603,plastic,2025-07-24 11:02:36,sunny,28,0,development
3604,plastic,2025-07-24 11:25:24,sunny,28,0,development
3605,plastic,2025-07-24 20:52:03,sunny,28,0,development
3606,metal,2025-07-24 08:54:07,sunny,28,0,development
3607,metal,2025-07-24 23:06:18,sunny,28,0,development
3608,paper,2025-07-24 09:31:22,sunny,28,0,development
3609,plastic,2025-07-24 09:45:54,sunny,28,0,development
3610,glass,2025-07-24 14:26:47,sunny,28,0,development
3611,plastic,2025-07-24 16:11:27,sunny,28,0,development
3612,plastic,2025-07-24 21:18:41,sunny,28,0,development
3613,organic,2025-07-24 17:53:31,sunny,28,0,development
3614,organic,2025-07-24 19:44:18,sunny,28,0,development
3615,organic,2025-07-24 00:26:39,sunny,28,0,development
3616,organic,2025-07-24 03:29:18,sunny,28,0,development
3617,plastic,2025-07-24 01:11:18,sunny,28,0,development
3618,plastic,2025-07-24 04:19:00,sunny,28,0,development
3619,organic,2025-07-24 01:33:16,sunny,28,0,development
3620,glass,2025-07-24 03:41:21,sunny,28,0,development
3621,paper,2025-07-24 09:44:34,sunny,28,0,development
3622,glass,2025-07-24 12:07:43,sunny,28,0,development
3623,plastic,2025-07-25 16:00:10,sunny,27,0,development
3624,plastic,2025-07-25 18:14:47,sunny,27,0,development
3625,metal,2025-07-25 00:23:28,sunny,27,0,development
3626,metal,2025-07-25 16:24:37,sunny,27,0,development
3627,glass,2025-07-25 00:49:16,sunny,27,0,development
3628,organic,2025-07-25 10:20:07,sunny,27,0,development
3629,metal,2025-07-25 19:14:16,sunny,27,0,development
3630,metal,2025-07-25 21:25:46,sunny,27,0,development
3631,plastic,2025-07-25 18:11:17,sunny,27,0,development
3632,organic,2025-07-25 07:12:43,sunny,27,0,development
3633,glass,2025-07-25 19:44:37,sunny,27,0,development
3634,plastic,2025-07-25 13:11:03,sunny,27,0,development
3635,plastic,2025-07-25 07:01:39,sunny,27,0,development
3636,paper,2025-07-25 19:07:20,sunny,27,0,development
3637,paper,2025-07-25 03:45:52,sunny,27,0,development
3638,plastic,2025-07-25 02:57:58,sunny,27,0,development
3639,metal,2025-07-25 07:10:22,sunny,27,0,development
3640,paper,2025-07-25 04:01:29,sunny,27,0,development
3641,glass,2025-07-25 04:39:20,sunny,27,0,development
3642,paper,2025-07-25 07:42:55,sunny,27,0,development
3643,glass,2025-07-25 09:16:44,sunny,27,0,development
3644,metal,2025-07-25 02:19:12,sunny,27,0,development
3645,paper,2025-07-25 22:48:20,sunny,27,0,development
3646,glass,2025-07-25 06:52:40,sunny,27,0,development
3647,plastic,2025-07-25 18:54:30,sunny,27,0,development
3648,glass,2025-07-25 09:14:17,sunny,27,0,development
3649,organic,2025-07-25 01:56:54,sunny,27,0,development
3650,organic,2025-07-25 06:24:32,sunny,27,0,development
3651,plastic,2025-07-26 06:59:59,sunny,19,0,development
3652,plastic,2025-07-26 09:24:18,sunny,19,0,development
3653,plastic,2025-07-26 18:24:09,sunny,19,0,development
3654,metal,2025-07-26 05:00:46,sunny,19,0,development
3655,paper,2025-07-26 05:50:02,sunny,19,0,development
3656,paper,2025-07-26 22:26:00,sunny,19,0,development
3657,plastic,2025-07-26 09:54:07,sunny,19,0,development
3658,paper,2025-07-26 11:48:42,sunny,19,0,development
3659,plastic,2025-07-26 04:40:44,sunny,19,0,development
3660,organic,2025-07-26 13:20:05,sunny,19,0,development
3661,plastic,2025-07-26 20:40:49,sunny,19,0,development
3662,plastic,2025-07-26 22:48:03,sunny,19,0,development
3663,plastic,2025-07-26 22:42:06,sunny,19,0,development
3664,glass,2025-07-26 10:52:11,sunny,19,0,development
3665,organic,2025-07-26 17:50:29,sunny,19,0,development
3666,paper,2025-07-26 04:40:49,sunny,19,0,development
3667,glass,2025-07-26 15:42:52,sunny,19,0,development
3668,paper,2025-07-26 05:10:15,sunny,19,0,development
3669,plastic,2025-07-26 07:40:08,sunny,19,0,development
3670,glass,2025-07-26 11:00:40,sunny,19,0,development
3671,organic,2025-07-26 23:19:02,sunny,19,0,development
3672,plastic,2025-07-26 04:24:59,sunny,19,0,development
3673,organic,2025-07-26 08:11:17,sunny,19,0,development
3674,plastic,2025-07-26 22:08:18,sunny,19,0,development
3675,paper,2025-07-26 18:26:43,sunny,19,0,development
3676,organic,2025-07-26 13:58:52,sunny,19,0,development
3677,paper,2025-07-26 22:14:32,sunny,19,0,development
3678,plastic,2025-07-26 21:59:13,sunny,19,0,development
3679,plastic,2025-07-27 08:40:40,sunny,21,0,development
3680,plastic,2025-07-27 06:49:58,sunny,21,0,development
3681,paper,2025-07-27 18:42:07,sunny,21,0,development
3682,glass,2025-07-27 09:01:17,sunny,21,0,development
3683,organic,2025-07-27 11:37:55,sunny,21,0,development
3684,paper,2025-07-27 18:36:29,sunny,21,0,development
3685,glass,2025-07-27 14:09:25,sunny,21,0,development
3686,organic,2025-07-27 15:39:40,sunny,21,0,development
3687,organic,2025-07-27 06:30:50,sunny,21,0,development
3688,organic,2025-07-27 09:39:18,sunny,21,0,development
3689,glass,2025-07-27 18:57:22,sunny,21,0,development
3690,paper,2025-07-27 20:07:38,sunny,21,0,development
3691,glass,2025-07-27 11:52:14,sunny,21,0,development
3692,metal,2025-07-27 18:44:47,sunny,21,0,development
3693,glass,2025-07-27 18:31:49,sunny,21,0,development
3694,organic,2025-07-27 13:29:26,sunny,21,0,development
3695,glass,2025-07-27 02:09:19,sunny,21,0,development
3696,plastic,2025-07-27 04:23:17,sunny,21,0,development
3697,paper,2025-07-27 11:28:18,sunny,21,0,development
3698,plastic,2025-07-27 15:54:19,sunny,21,0,development
3699,plastic,2025-07-27 22:22:55,sunny,21,0,development
3700,organic,2025-07-27 20:28:03,sunny,21,0,development
3701,paper,2025-07-27 15:27:50,sunny,21,0,development
3702,organic,2025-07-27 20:35:03,sunny,21,0,development
3703,metal,2025-07-27 18:59:02,sunny,21,0,development
3704,plastic,2025-07-27 21:44:44,sunny,21,0,development
3705,paper,2025-07-27 23:13:50,sunny,21,0,development
3706,paper,2025-07-27 08:50:57,sunny,21,0,development
3707,paper,2025-07-27 22:47:13,sunny,21,0,development
3708,glass,2025-07-27 07:16:13,sunny,21,0,development
3709,plastic,2025-07-27 00:44:03,sunny,21,0,development
3710,organic,2025-07-27 11:43:58,sunny,21,0,development
3711,plastic,2025-07-28 14:02:30,misty,27,0,development
3712,paper,2025-07-28 13:37:19,misty,27,0,development
3713,metal,2025-07-28 12:58:22,misty,27,0,development
3714,plastic,2025-07-28 23:07:53,misty,27,0,development
3715,plastic,2025-07-28 11:01:48,misty,27,0,development
3716,plastic,2025-07-28 17:11:44,misty,27,0,development
3717,organic,2025-07-28 11:51:31,misty,27,0,development
3718,plastic,2025-07-28 17:42:33,misty,27,0,development
3719,plastic,2025-07-28 11:39:58,misty,27,0,development
3720,paper,2025-07-28 10:43:16,misty,27,0,development
3721,organic,2025-07-28 17:18:12,misty,27,0,development
3722,organic,2025-07-28 07:33:21,misty,27,0,development
3723,plastic,2025-07-28 01:15:39,misty,27,0,development
3724,plastic,2025-07-28 11:25:41,misty,27,0,development
3725,organic,2025-07-28 01:40:47,misty,27,0,development
3726,glass,2025-07-28 04:05:17,misty,27,0,development
3727,paper,2025-07-29 20:11:15,stormy,24,0,development
3728,organic,2025-07-29 09:55:33,stormy,24,0,development
3729,plastic,2025-07-29 04:30:09,stormy,24,0,development
3730,plastic,2025-07-29 03:17:02,stormy,24,0,development
3731,paper,2025-07-29 06:45:37,stormy,24,0,development
3732,plastic,2025-07-30 13:47:47,cloudy,22,0,development
3733,paper,2025-07-30 19:39:03,cloudy,22,0,development
3734,plastic,2025-07-30 07:18:04,cloudy,22,0,development
3735,plastic,2025-07-30 12:57:01,cloudy,22,0,development
3736,glass,2025-07-30 21:44:03,cloudy,22,0,development
3737,organic,2025-07-30 03:03:33,cloudy,22,0,development
3738,plastic,2025-07-30 11:41:11,cloudy,22,0,development
3739,plastic,2025-07-30 17:22:34,cloudy,22,0,development
3740,paper,2025-07-30 06:28:47,cloudy,22,0,development
3741,paper,2025-07-30 22:29:29,cloudy,22,0,development
3742,plastic,2025-07-30 05:00:37,cloudy,22,0,development
3743,paper,2025-07-30 12:21:26,cloudy,22,0,development
3744,plastic,2025-07-30 03:12:32,cloudy,22,0,development
3745,metal,2025-07-30 03:02:01,cloudy,22,0,development
3746,organic,2025-07-30 03:35:31,cloudy,22,0,development
3747,glass,2025-07-30 02:56:25,cloudy,22,0,development
3748,metal,2025-07-30 23:59:06,cloudy,22,0,development
3749,plastic,2025-07-30 16:35:13,cloudy,22,0,development
3750,paper,2025-07-30 20:05:08,cloudy,22,0,development
3751,paper,2025-07-30 02:22:22,cloudy,22,0,development
3752,plastic,2025-07-30 03:20:23,cloudy,22,0,development
3753,plastic,2025-07-30 10:57:16,cloudy,22,0,development
3754,plastic,2025-07-30 11:10:26,cloudy,22,0,development
3755,paper,2025-07-30 13:58:40,cloudy,22,0,development
3756,plastic,2025-07-30 08:13:47,cloudy,22,0,development
3757,plastic,2025-07-31 05:58:10,cloudy,22,0,development
3758,plastic,2025-07-31 11:59:47,cloudy,22,0,development
3759,organic,2025-07-31 09:45:41,cloudy,22,0,development
3760,organic,2025-07-31 16:06:27,cloudy,22,0,development
3761,plastic,2025-07-31 05:36:18,cloudy,22,0,development
3762,paper,2025-07-31 20:22:30,cloudy,22,0,development
3763,paper,2025-07-31 11:10:09,cloudy,22,0,development
3764,paper,2025-07-31 10:35:45,cloudy,22,0,development
3765,paper,2025-07-31 01:32:38,cloudy,22,0,development
3766,metal,2025-07-31 17:32:49,cloudy,22,0,development
3767,glass,2025-07-31 22:34:43,cloudy,22,0,development
3768,organic,2025-07-31 08:08:19,cloudy,22,0,development
3769,organic,2025-07-31 11:01:05,cloudy,22,0,development
3770,glass,2025-07-31 05:10:22,cloudy,22,0,development
3771,plastic,2025-07-31 16:40:08,cloudy,22,0,development
3772,metal,2025-07-31 17:49:10,cloudy,22,0,development
3773,metal,2025-07-31 00:13:39,cloudy,22,0,development
3774,metal,2025-07-31 10:40:31,cloudy,22,0,development
3775,paper,2025-07-31 10:44:20,cloudy,22,0,development
3776,organic,2025-07-31 02:38:53,cloudy,22,0,development
3777,plastic,2025-07-31 22:44:03,cloudy,22,0,development
3778,metal,2025-07-31 16:29:41,cloudy,22,0,development
3779,paper,2025-07-31 06:32:21,cloudy,22,0,development
3780,organic,2025-07-31 05:23:59,cloudy,22,0,development
3781,organic,2025-07-31 03:29:08,cloudy,22,0,development
3782,metal,2025-08-01 23:11:41,cloudy,26,0,development
3783,paper,2025-08-01 20:31:01,cloudy,26,0,development
3784,organic,2025-08-01 03:59:40,cloudy,26,0,development
3785,paper,2025-08-01 17:38:45,cloudy,26,0,development
3786,paper,2025-08-01 18:28:15,cloudy,26,0,development
3787,plastic,2025-08-01 19:19:01,cloudy,26,0,development
3788,glass,2025-08-01 06:25:55,cloudy,26,0,development
3789,glass,2025-08-01 19:29:30,cloudy,26,0,development
3790,plastic,2025-08-01 17:43:34,cloudy,26,0,development
3791,plastic,2025-08-01 10:15:47,cloudy,26,0,development
3792,plastic,2025-08-01 03:23:56,cloudy,26,0,development
3793,organic,2025-08-01 11:37:44,cloudy,26,0,development
3794,plastic,2025-08-01 16:34:50,cloudy,26,0,development
3795,organic,2025-08-01 20:51:21,cloudy,26,0,development
3796,plastic,2025-08-01 09:55:30,cloudy,26,0,development
3797,plastic,2025-08-01 19:57:52,cloudy,26,0,development
3798,glass,2025-08-01 07:02:49,cloudy,26,0,development
3799,plastic,2025-08-01 17:53:52,cloudy,26,0,development
3800,plastic,2025-08-01 22:25:01,cloudy,26,0,development
3801,plastic,2025-08-01 00:27:12,cloudy,26,0,development
3802,organic,2025-08-01 05:05:08,cloudy,26,0,development
3803,glass,2025-08-01 04:47:52,cloudy,26,0,development
3804,paper,2025-08-01 03:10:53,cloudy,26,0,development
3805,plastic,2025-08-01 16:54:18,cloudy,26,0,development
3806,organic,2025-08-01 13:27:59,cloudy,26,0,development
3807,paper,2025-08-02 23:21:33,sunny,18,0,development
3808,plastic,2025-08-02 14:42:04,sunny,18,0,development
3809,paper,2025-08-02 18:51:44,sunny,18,0,development
3810,paper,2025-08-02 01:44:12,sunny,18,0,development
3811,organic,2025-08-02 22:37:59,sunny,18,0,development
3812,plastic,2025-08-02 07:56:03,sunny,18,0,development
3813,paper,2025-08-02 10:33:34,sunny,18,0,development
3814,plastic,2025-08-02 02:18:41,sunny,18,0,development
3815,plastic,2025-08-02 07:44:37,sunny,18,0,development
3816,plastic,2025-08-02 05:17:24,sunny,18,0,development
3817,plastic,2025-08-02 01:43:02,sunny,18,0,development
3818,plastic,2025-08-02 06:23:35,sunny,18,0,development
3819,plastic,2025-08-02 16:27:13,sunny,18,0,development
3820,paper,2025-08-02 18:21:45,sunny,18,0,development
3821,metal,2025-08-02 16:51:46,sunny,18,0,development
3822,plastic,2025-08-02 19:16:59,sunny,18,0,development
3823,organic,2025-08-02 10:24:04,sunny,18,0,development
3824,plastic,2025-08-02 15:51:23,sunny,18,0,development
3825,plastic,2025-08-02 15:49:22,sunny,18,0,development
3826,organic,2025-08-02 21:56:15,sunny,18,0,development
3827,plastic,2025-08-02 00:12:14,sunny,18,0,development
3828,paper,2025-08-02 17:44:24,sunny,18,0,development
3829,glass,2025-08-02 17:04:12,sunny,18,0,development
3830,plastic,2025-08-02 06:34:55,sunny,18,0,development
3831,plastic,2025-08-02 02:19:14,sunny,18,0,development
3832,plastic,2025-08-02 08:55:36,sunny,18,0,development
3833,plastic,2025-08-02 23:21:49,sunny,18,0,development
3834,organic,2025-08-02 05:40:57,sunny,18,0,development
3835,metal,2025-08-03 23:10:55,cloudy,25,0,development
3836,plastic,2025-08-03 12:31:26,cloudy,25,0,development
3837,organic,2025-08-03 10:43:08,cloudy,25,0,development
3838,glass,2025-08-03 10:36:56,cloudy,25,0,development
3839,glass,2025-08-03 12:58:44,cloudy,25,0,development
3840,paper,2025-08-03 06:29:28,cloudy,25,0,development
3841,plastic,2025-08-03 04:59:04,cloudy,25,0,development
3842,paper,2025-08-03 09:27:49,cloudy,25,0,development
3843,organic,2025-08-03 14:02:21,cloudy,25,0,development
3844,glass,2025-08-03 22:08:30,cloudy,25,0,development
3845,paper,2025-08-03 01:42:57,cloudy,25,0,development
3846,organic,2025-08-03 06:17:36,cloudy,25,0,development
3847,paper,2025-08-03 09:32:13,cloudy,25,0,development
3848,organic,2025-08-03 04:29:36,cloudy,25,0,development
3849,plastic,2025-08-03 06:19:22,cloudy,25,0,development
3850,paper,2025-08-03 20:14:03,cloudy,25,0,development
3851,glass,2025-08-03 11:03:50,cloudy,25,0,development
3852,metal,2025-08-03 21:31:49,cloudy,25,0,development
3853,organic,2025-08-03 12:26:18,cloudy,25,0,development
3854,glass,2025-08-03 19:18:28,cloudy,25,0,development
3855,organic,2025-08-03 05:37:30,cloudy,25,0,development
3856,plastic,2025-08-03 11:21:31,cloudy,25,0,development
3857,plastic,2025-08-03 21:19:13,cloudy,25,0,development
3858,plastic,2025-08-03 03:48:54,cloudy,25,0,development
3859,plastic,2025-08-03 16:54:17,cloudy,25,0,development
3860,plastic,2025-08-03 23:51:58,cloudy,25,0,development
3861,plastic,2025-08-03 06:58:42,cloudy,25,0,development
3862,plastic,2025-08-03 05:39:22,cloudy,25,0,development
3863,glass,2025-08-03 04:33:15,cloudy,25,0,development
3864,plastic,2025-08-03 16:35:46,cloudy,25,0,development
3865,organic,2025-08-04 19:47:07,cloudy,24,0,development
3866,organic,2025-08-04 00:52:32,cloudy,24,0,development
3867,plastic,2025-08-04 13:57:14,cloudy,24,0,development
3868,paper,2025-08-04 10:09:35,cloudy,24,0,development
3869,plastic,2025-08-04 01:42:43,cloudy,24,0,development
3870,paper,2025-08-04 08:14:24,cloudy,24,0,development
3871,organic,2025-08-04 13:14:13,cloudy,24,0,development
3872,plastic,2025-08-04 08:33:23,cloudy,24,0,development
3873,paper,2025-08-04 02:32:21,cloudy,24,0,development
3874,organic,2025-08-04 09:45:50,cloudy,24,0,development
3875,metal,2025-08-04 22:57:09,cloudy,24,0,development
3876,organic,2025-08-04 03:49:21,cloudy,24,0,development
3877,organic,2025-08-04 11:28:27,cloudy,24,0,development
3878,organic,2025-08-04 19:09:28,cloudy,24,0,development
3879,organic,2025-08-04 16:05:23,cloudy,24,0,development
3880,plastic,2025-08-04 05:53:32,cloudy,24,0,development
3881,organic,2025-08-04 16:22:04,cloudy,24,0,development
3882,plastic,2025-08-04 03:18:28,cloudy,24,0,development
3883,plastic,2025-08-04 14:38:00,cloudy,24,0,development
3884,organic,2025-08-04 20:20:24,cloudy,24,0,development
3885,plastic,2025-08-04 07:58:44,cloudy,24,0,development
3886,metal,2025-08-04 07:44:43,cloudy,24,0,development
3887,paper,2025-08-04 18:07:09,cloudy,24,0,development
3888,paper,2025-08-04 13:29:37,cloudy,24,0,development
3889,organic,2025-08-04 17:16:57,cloudy,24,0,development
3890,glass,2025-08-05 04:32:53,sunny,21,0,development
3891,glass,2025-08-05 22:00:32,sunny,21,0,development
3892,paper,2025-08-05 02:58:55,sunny,21,0,development
3893,plastic,2025-08-05 09:23:47,sunny,21,0,development
3894,paper,2025-08-05 12:51:28,sunny,21,0,development
3895,organic,2025-08-05 03:51:20,sunny,21,0,development
3896,plastic,2025-08-05 19:49:15,sunny,21,0,development
3897,metal,2025-08-05 18:02:09,sunny,21,0,development
3898,plastic,2025-08-05 21:25:28,sunny,21,0,development
3899,glass,2025-08-05 16:44:46,sunny,21,0,development
3900,glass,2025-08-05 14:05:20,sunny,21,0,development
3901,metal,2025-08-05 20:30:39,sunny,21,0,development
3902,plastic,2025-08-05 20:23:41,sunny,21,0,development
3903,organic,2025-08-05 16:47:33,sunny,21,0,development
3904,plastic,2025-08-05 06:14:46,sunny,21,0,development
3905,plastic,2025-08-05 19:12:04,sunny,21,0,development
3906,glass,2025-08-05 06:56:25,sunny,21,0,development
3907,organic,2025-08-05 13:53:13,sunny,21,0,development
3908,paper,2025-08-05 11:36:37,sunny,21,0,development
3909,glass,2025-08-05 10:53:34,sunny,21,0,development
3910,plastic,2025-08-05 07:31:26,sunny,21,0,development
3911,paper,2025-08-05 18:12:28,sunny,21,0,development
3912,plastic,2025-08-05 22:34:51,sunny,21,0,development
3913,plastic,2025-08-05 18:04:25,sunny,21,0,development
3914,plastic,2025-08-05 11:14:40,sunny,21,0,development
3915,metal,2025-08-05 12:10:28,sunny,21,0,development
3916,organic,2025-08-05 10:46:04,sunny,21,0,development
3917,organic,2025-08-05 19:50:39,sunny,21,0,development
3918,plastic,2025-08-06 05:54:29,rainy,22,0,development
3919,metal,2025-08-06 09:26:23,rainy,22,0,development
3920,organic,2025-08-06 16:02:57,rainy,22,0,development
3921,metal,2025-08-06 09:11:10,rainy,22,0,development
3922,metal,2025-08-06 17:47:10,rainy,22,0,development
3923,metal,2025-08-06 07:26:41,rainy,22,0,development
3924,metal,2025-08-06 16:30:33,rainy,22,0,development
3925,organic,2025-08-06 15:31:08,rainy,22,0,development
3926,organic,2025-08-06 09:07:39,rainy,22,0,development
3927,glass,2025-08-06 23:11:52,rainy,22,0,development
3928,plastic,2025-08-06 18:57:17,rainy,22,0,development
3929,glass,2025-08-06 14:24:47,rainy,22,0,development
3930,glass,2025-08-07 19:24:30,cloudy,26,0,development
3931,organic,2025-08-07 17:34:17,cloudy,26,0,development
3932,metal,2025-08-07 08:15:22,cloudy,26,0,development
3933,metal,2025-08-07 16:55:08,cloudy,26,0,development
3934,organic,2025-08-07 12:30:55,cloudy,26,0,development
3935,metal,2025-08-07 16:49:45,cloudy,26,0,development
3936,metal,2025-08-07 14:16:47,cloudy,26,0,development
3937,paper,2025-08-07 23:45:36,cloudy,26,0,development
3938,metal,2025-08-07 11:09:49,cloudy,26,0,development
3939,plastic,2025-08-07 04:40:24,cloudy,26,0,development
3940,plastic,2025-08-07 19:23:32,cloudy,26,0,development
3941,metal,2025-08-07 17:06:25,cloudy,26,0,development
3942,plastic,2025-08-07 16:51:30,cloudy,26,0,development
3943,plastic,2025-08-07 14:08:04,cloudy,26,0,development
3944,metal,2025-08-07 02:55:47,cloudy,26,0,development
