id,type,timestamp,weather,temperature,isholiday,cameraid
1681,plastic,4-5-2025 10:23,sunny,21,0,2
1682,glass,4-5-2025 23:59,sunny,21,0,2
1683,plastic,4-5-2025 09:22,sunny,21,0,2
1684,plastic,4-5-2025 15:52,sunny,21,0,2
1685,organic,4-5-2025 23:51,sunny,21,0,2
1686,metal,4-5-2025 03:10,sunny,21,0,2
1687,paper,4-5-2025 06:16,sunny,21,0,2
1688,paper,5-5-2025 03:28,sunny,15,1,2
1689,paper,5-5-2025 08:22,sunny,15,1,2
1690,organic,5-5-2025 15:02,sunny,15,1,2
1691,organic,5-5-2025 03:25,sunny,15,1,2
1692,organic,5-5-2025 20:19,sunny,15,1,2
1693,metal,5-5-2025 22:37,sunny,15,1,2
1694,organic,5-5-2025 20:10,sunny,15,1,2
1695,paper,5-5-2025 15:17,sunny,15,1,2
1696,organic,5-5-2025 06:04,sunny,15,1,2
1697,metal,5-5-2025 18:42,sunny,15,1,2
1698,glass,5-5-2025 23:01,sunny,15,1,2
1699,metal,5-5-2025 22:08,sunny,15,1,2
1700,plastic,5-5-2025 00:03,sunny,15,1,2
1701,metal,5-5-2025 03:21,sunny,15,1,2
1702,organic,5-5-2025 04:53,sunny,15,1,2
1703,metal,5-5-2025 22:57,sunny,15,1,2
1704,plastic,5-5-2025 03:40,sunny,15,1,2
1705,plastic,5-5-2025 11:55,sunny,15,1,2
1706,plastic,5-5-2025 22:53,sunny,15,1,2
1707,organic,5-5-2025 22:17,sunny,15,1,2
1708,organic,5-5-2025 10:58,sunny,15,1,2
1709,paper,5-5-2025 15:37,sunny,15,1,2
1710,plastic,5-5-2025 18:04,sunny,15,1,2
1711,metal,5-5-2025 16:50,sunny,15,1,2
1712,plastic,5-5-2025 09:26,sunny,15,1,2
1713,organic,5-5-2025 15:06,sunny,15,1,2
1714,paper,5-5-2025 02:45,sunny,15,1,2
1715,metal,5-5-2025 20:09,sunny,15,1,2
1716,plastic,5-5-2025 17:27,sunny,15,1,2
1717,paper,5-5-2025 11:44,sunny,15,1,2
1718,plastic,5-5-2025 00:20,sunny,15,1,2
1719,plastic,5-5-2025 18:49,sunny,15,1,2
1720,metal,5-5-2025 01:42,sunny,15,1,2
1721,paper,5-5-2025 13:28,sunny,15,1,2
1722,organic,6-5-2025 11:36,misty,12,0,2
1723,plastic,6-5-2025 02:24,misty,12,0,2
1724,metal,6-5-2025 08:18,misty,12,0,2
1725,glass,6-5-2025 00:33,misty,12,0,2
1726,plastic,6-5-2025 21:42,misty,12,0,2
1727,metal,6-5-2025 10:51,misty,12,0,2
1728,paper,6-5-2025 10:50,misty,12,0,2
1729,paper,6-5-2025 07:53,misty,12,0,2
1730,metal,6-5-2025 01:53,misty,12,0,2
1731,plastic,6-5-2025 17:28,misty,12,0,2
1732,plastic,6-5-2025 13:58,misty,12,0,2
1733,paper,6-5-2025 05:26,misty,12,0,2
1734,plastic,7-5-2025 03:32,cloudy,17,0,2
1735,plastic,7-5-2025 16:14,cloudy,17,0,2
1736,paper,7-5-2025 19:00,cloudy,17,0,2
1737,organic,7-5-2025 12:27,cloudy,17,0,2
1738,glass,7-5-2025 05:29,cloudy,17,0,2
1739,plastic,7-5-2025 08:56,cloudy,17,0,2
1740,plastic,7-5-2025 18:16,cloudy,17,0,2
1741,metal,7-5-2025 16:02,cloudy,17,0,2
1742,paper,7-5-2025 19:47,cloudy,17,0,2
1743,plastic,7-5-2025 07:49,cloudy,17,0,2
1744,organic,7-5-2025 16:34,cloudy,17,0,2
1745,plastic,7-5-2025 18:49,cloudy,17,0,2
1746,plastic,7-5-2025 21:02,cloudy,17,0,2
1747,plastic,7-5-2025 19:31,cloudy,17,0,2
1748,glass,7-5-2025 06:59,cloudy,17,0,2
1749,organic,7-5-2025 11:16,cloudy,17,0,2
1750,paper,7-5-2025 09:50,cloudy,17,0,2
1751,metal,7-5-2025 00:11,cloudy,17,0,2
1752,organic,7-5-2025 15:27,cloudy,17,0,2
1753,plastic,7-5-2025 16:56,cloudy,17,0,2
1754,organic,7-5-2025 20:31,cloudy,17,0,2
1755,organic,8-5-2025 18:02,rainy,17,0,2
1756,metal,8-5-2025 04:50,rainy,17,0,2
1757,plastic,8-5-2025 01:11,rainy,17,0,2
1758,metal,8-5-2025 16:16,rainy,17,0,2
1759,metal,8-5-2025 09:50,rainy,17,0,2
1760,paper,8-5-2025 23:44,rainy,17,0,2
1761,plastic,8-5-2025 10:30,rainy,17,0,2
1762,organic,9-5-2025 15:47,cloudy,14,0,2
1763,metal,9-5-2025 04:22,cloudy,14,0,2
1764,plastic,9-5-2025 16:39,cloudy,14,0,2
1765,organic,9-5-2025 00:31,cloudy,14,0,2
1766,metal,9-5-2025 17:14,cloudy,14,0,2
1767,plastic,9-5-2025 14:32,cloudy,14,0,2
1768,paper,9-5-2025 04:31,cloudy,14,0,2
1769,organic,9-5-2025 15:14,cloudy,14,0,2
1770,plastic,9-5-2025 10:57,cloudy,14,0,2
1771,plastic,9-5-2025 00:49,cloudy,14,0,2
1772,plastic,9-5-2025 03:35,cloudy,14,0,2
1773,metal,9-5-2025 17:08,cloudy,14,0,2
1774,paper,9-5-2025 09:17,cloudy,14,0,2
1775,metal,9-5-2025 06:53,cloudy,14,0,2
1776,metal,9-5-2025 09:41,cloudy,14,0,2
1777,organic,9-5-2025 19:22,cloudy,14,0,2
1778,organic,9-5-2025 21:28,cloudy,14,0,2
1779,organic,9-5-2025 07:06,cloudy,14,0,2
1780,paper,9-5-2025 03:17,cloudy,14,0,2
1781,metal,9-5-2025 03:21,cloudy,14,0,2
1782,plastic,9-5-2025 16:38,cloudy,14,0,2
1783,glass,10-5-2025 13:50,cloudy,13,0,2
1784,organic,10-5-2025 11:21,cloudy,13,0,2
1785,organic,10-5-2025 09:36,cloudy,13,0,2
1786,glass,10-5-2025 23:16,cloudy,13,0,2
1787,plastic,10-5-2025 16:51,cloudy,13,0,2
1788,organic,10-5-2025 13:29,cloudy,13,0,2
1789,glass,10-5-2025 19:39,cloudy,13,0,2
1790,paper,10-5-2025 07:23,cloudy,13,0,2
1791,organic,10-5-2025 19:03,cloudy,13,0,2
1792,glass,10-5-2025 00:18,cloudy,13,0,2
1793,plastic,10-5-2025 04:46,cloudy,13,0,2
1794,organic,10-5-2025 04:59,cloudy,13,0,2
1795,paper,10-5-2025 02:48,cloudy,13,0,2
1796,paper,10-5-2025 09:37,cloudy,13,0,2
1797,organic,10-5-2025 07:00,cloudy,13,0,2
1798,organic,10-5-2025 12:40,cloudy,13,0,2
1799,paper,10-5-2025 19:25,cloudy,13,0,2
1800,plastic,10-5-2025 18:01,cloudy,13,0,2
1801,plastic,10-5-2025 20:16,cloudy,13,0,2
1802,paper,10-5-2025 12:14,cloudy,13,0,2
1803,organic,10-5-2025 00:25,cloudy,13,0,2
1804,glass,10-5-2025 12:25,cloudy,13,0,2
1805,metal,10-5-2025 14:14,cloudy,13,0,2
1806,plastic,10-5-2025 22:13,cloudy,13,0,2
1807,paper,10-5-2025 02:21,cloudy,13,0,2
1808,metal,11-5-2025 23:19,cloudy,18,0,2
1809,plastic,11-5-2025 06:04,cloudy,18,0,2
1810,plastic,11-5-2025 22:45,cloudy,18,0,2
1811,plastic,11-5-2025 05:30,cloudy,18,0,2
1812,plastic,11-5-2025 23:10,cloudy,18,0,2
1813,plastic,11-5-2025 06:24,cloudy,18,0,2
1814,paper,11-5-2025 10:01,cloudy,18,0,2
1815,plastic,11-5-2025 05:15,cloudy,18,0,2
1816,organic,11-5-2025 00:05,cloudy,18,0,2
1817,organic,11-5-2025 14:09,cloudy,18,0,2
1818,organic,11-5-2025 23:40,cloudy,18,0,2
1819,plastic,11-5-2025 03:50,cloudy,18,0,2
1820,plastic,11-5-2025 21:27,cloudy,18,0,2
1821,paper,11-5-2025 05:18,cloudy,18,0,2
1822,paper,11-5-2025 00:05,cloudy,18,0,2
1823,glass,11-5-2025 20:19,cloudy,18,0,2
1824,organic,11-5-2025 06:06,cloudy,18,0,2
1825,organic,11-5-2025 06:14,cloudy,18,0,2
1826,metal,11-5-2025 23:58,cloudy,18,0,2
1827,metal,11-5-2025 12:42,cloudy,18,0,2
1828,glass,11-5-2025 06:09,cloudy,18,0,2
1829,plastic,11-5-2025 05:54,cloudy,18,0,2
1830,organic,11-5-2025 20:37,cloudy,18,0,2
1831,plastic,11-5-2025 20:08,cloudy,18,0,2
1832,organic,11-5-2025 18:06,cloudy,18,0,2
1833,plastic,12-5-2025 08:17,cloudy,16,0,2
1834,paper,12-5-2025 23:42,cloudy,16,0,2
1835,plastic,12-5-2025 03:34,cloudy,16,0,2
1836,organic,12-5-2025 12:38,cloudy,16,0,2
1837,paper,12-5-2025 21:57,cloudy,16,0,2
1838,paper,12-5-2025 10:31,cloudy,16,0,2
1839,glass,12-5-2025 10:59,cloudy,16,0,2
1840,plastic,12-5-2025 21:52,cloudy,16,0,2
1841,plastic,12-5-2025 20:26,cloudy,16,0,2
1842,metal,12-5-2025 19:55,cloudy,16,0,2
1843,paper,12-5-2025 02:25,cloudy,16,0,2
1844,paper,12-5-2025 13:31,cloudy,16,0,2
1845,glass,12-5-2025 03:12,cloudy,16,0,2
1846,plastic,12-5-2025 21:37,cloudy,16,0,2
1847,glass,12-5-2025 20:07,cloudy,16,0,2
1848,paper,12-5-2025 04:21,cloudy,16,0,2
1849,plastic,12-5-2025 22:33,cloudy,16,0,2
1850,paper,12-5-2025 02:16,cloudy,16,0,2
1851,plastic,12-5-2025 17:30,cloudy,16,0,2
1852,organic,12-5-2025 10:23,cloudy,16,0,2
1853,organic,12-5-2025 20:25,cloudy,16,0,2
1854,glass,13-5-2025 02:36,rainy,14,0,2
1855,plastic,13-5-2025 08:42,rainy,14,0,2
1856,paper,13-5-2025 00:01,rainy,14,0,2
1857,plastic,13-5-2025 14:45,rainy,14,0,2
1858,plastic,13-5-2025 05:50,rainy,14,0,2
1859,organic,13-5-2025 20:37,rainy,14,0,2
1860,glass,13-5-2025 16:37,rainy,14,0,2
1861,organic,14-5-2025 17:48,cloudy,19,0,2
1862,paper,14-5-2025 10:22,cloudy,19,0,2
1863,metal,14-5-2025 11:35,cloudy,19,0,2
1864,paper,14-5-2025 21:41,cloudy,19,0,2
1865,paper,14-5-2025 14:47,cloudy,19,0,2
1866,plastic,14-5-2025 05:44,cloudy,19,0,2
1867,metal,14-5-2025 13:56,cloudy,19,0,2
1868,paper,14-5-2025 02:37,cloudy,19,0,2
1869,metal,14-5-2025 09:02,cloudy,19,0,2
1870,glass,14-5-2025 05:56,cloudy,19,0,2
1871,glass,14-5-2025 21:38,cloudy,19,0,2
1872,plastic,14-5-2025 19:57,cloudy,19,0,2
1873,plastic,14-5-2025 17:46,cloudy,19,0,2
1874,plastic,14-5-2025 12:59,cloudy,19,0,2
1875,organic,14-5-2025 00:43,cloudy,19,0,2
1876,paper,14-5-2025 23:41,cloudy,19,0,2
1877,glass,14-5-2025 00:51,cloudy,19,0,2
1878,organic,14-5-2025 09:52,cloudy,19,0,2
1879,plastic,14-5-2025 14:02,cloudy,19,0,2
1880,organic,14-5-2025 21:30,cloudy,19,0,2
1881,metal,14-5-2025 02:57,cloudy,19,0,2
1882,plastic,15-5-2025 11:10,cloudy,15,0,2
1883,organic,15-5-2025 08:33,cloudy,15,0,2
1884,plastic,15-5-2025 17:59,cloudy,15,0,2
1885,plastic,15-5-2025 13:14,cloudy,15,0,2
1886,plastic,15-5-2025 22:24,cloudy,15,0,2
1887,metal,15-5-2025 19:34,cloudy,15,0,2
1888,plastic,15-5-2025 02:00,cloudy,15,0,2
1889,plastic,15-5-2025 11:32,cloudy,15,0,2
1890,organic,15-5-2025 01:04,cloudy,15,0,2
1891,metal,15-5-2025 15:10,cloudy,15,0,2
1892,glass,15-5-2025 12:03,cloudy,15,0,2
1893,glass,15-5-2025 22:47,cloudy,15,0,2
1894,plastic,15-5-2025 19:47,cloudy,15,0,2
1895,organic,15-5-2025 13:56,cloudy,15,0,2
1896,plastic,15-5-2025 02:04,cloudy,15,0,2
1897,plastic,15-5-2025 00:05,cloudy,15,0,2
1898,plastic,15-5-2025 04:53,cloudy,15,0,2
1899,organic,15-5-2025 09:11,cloudy,15,0,2
1900,plastic,15-5-2025 21:26,cloudy,15,0,2
1901,plastic,15-5-2025 15:43,cloudy,15,0,2
1902,paper,15-5-2025 11:58,cloudy,15,0,2
1903,plastic,16-5-2025 21:25,cloudy,12,0,2
1904,plastic,16-5-2025 09:11,cloudy,12,0,2
1905,glass,16-5-2025 09:55,cloudy,12,0,2
1906,paper,16-5-2025 22:10,cloudy,12,0,2
1907,organic,16-5-2025 08:06,cloudy,12,0,2
1908,plastic,16-5-2025 16:35,cloudy,12,0,2
1909,organic,16-5-2025 15:24,cloudy,12,0,2
1910,plastic,16-5-2025 02:14,cloudy,12,0,2
1911,paper,16-5-2025 20:02,cloudy,12,0,2
1912,metal,16-5-2025 07:31,cloudy,12,0,2
1913,paper,16-5-2025 14:32,cloudy,12,0,2
1914,organic,16-5-2025 11:18,cloudy,12,0,2
1915,plastic,16-5-2025 00:31,cloudy,12,0,2
1916,metal,16-5-2025 19:49,cloudy,12,0,2
1917,organic,16-5-2025 21:54,cloudy,12,0,2
1918,plastic,16-5-2025 13:26,cloudy,12,0,2
1919,plastic,16-5-2025 01:33,cloudy,12,0,2
1920,organic,16-5-2025 23:08,cloudy,12,0,2
1921,metal,16-5-2025 22:20,cloudy,12,0,2
1922,paper,16-5-2025 23:59,cloudy,12,0,2
1923,paper,16-5-2025 09:23,cloudy,12,0,2
1924,glass,17-5-2025 01:24,sunny,15,0,2
1925,paper,17-5-2025 17:31,sunny,15,0,2
1926,plastic,17-5-2025 17:05,sunny,15,0,2
1927,paper,17-5-2025 17:27,sunny,15,0,2
1928,metal,17-5-2025 01:55,sunny,15,0,2
1929,organic,17-5-2025 06:14,sunny,15,0,2
1930,paper,17-5-2025 20:21,sunny,15,0,2
1931,glass,17-5-2025 18:57,sunny,15,0,2
1932,organic,17-5-2025 22:18,sunny,15,0,2
1933,glass,17-5-2025 05:52,sunny,15,0,2
1934,plastic,17-5-2025 17:00,sunny,15,0,2
1935,paper,17-5-2025 07:23,sunny,15,0,2
1936,plastic,17-5-2025 19:51,sunny,15,0,2
1937,plastic,17-5-2025 12:36,sunny,15,0,2
1938,organic,17-5-2025 08:05,sunny,15,0,2
1939,plastic,17-5-2025 02:46,sunny,15,0,2
1940,plastic,17-5-2025 04:43,sunny,15,0,2
1941,plastic,17-5-2025 14:30,sunny,15,0,2
1942,metal,17-5-2025 18:12,sunny,15,0,2
1943,paper,17-5-2025 19:54,sunny,15,0,2
1944,paper,17-5-2025 07:19,sunny,15,0,2
1945,organic,17-5-2025 05:35,sunny,15,0,2
1946,organic,17-5-2025 19:12,sunny,15,0,2
1947,plastic,17-5-2025 17:39,sunny,15,0,2
1948,plastic,17-5-2025 22:23,sunny,15,0,2
1949,metal,17-5-2025 01:13,sunny,15,0,2
1950,glass,17-5-2025 12:43,sunny,15,0,2
1951,paper,17-5-2025 07:00,sunny,15,0,2
1952,paper,18-5-2025 21:17,stormy,21,0,2
1953,paper,18-5-2025 22:29,stormy,21,0,2
1954,organic,18-5-2025 09:37,stormy,21,0,2
1955,glass,18-5-2025 04:34,stormy,21,0,2
1956,organic,18-5-2025 16:39,stormy,21,0,2
1957,organic,18-5-2025 19:25,stormy,21,0,2
1958,plastic,18-5-2025 15:54,stormy,21,0,2
1959,organic,18-5-2025 04:45,stormy,21,0,2
1960,glass,18-5-2025 02:04,stormy,21,0,2
1961,plastic,18-5-2025 06:50,stormy,21,0,2
1962,organic,19-5-2025 16:37,rainy,14,0,2
1963,glass,19-5-2025 11:56,rainy,14,0,2
1964,organic,19-5-2025 13:50,rainy,14,0,2
1965,organic,19-5-2025 17:33,rainy,14,0,2
1966,plastic,19-5-2025 23:43,rainy,14,0,2
1967,plastic,19-5-2025 08:26,rainy,14,0,2
1968,metal,19-5-2025 12:43,rainy,14,0,2
1969,plastic,20-5-2025 14:55,rainy,9,0,2
1970,plastic,20-5-2025 11:53,rainy,9,0,2
1971,organic,20-5-2025 08:23,rainy,9,0,2
1972,plastic,20-5-2025 08:08,rainy,9,0,2
1973,plastic,20-5-2025 14:02,rainy,9,0,2
1974,plastic,20-5-2025 19:44,rainy,9,0,2
1975,plastic,20-5-2025 05:26,rainy,9,0,2
1976,plastic,21-5-2025 03:31,sunny,18,0,2
1977,organic,21-5-2025 12:13,sunny,18,0,2
1978,glass,21-5-2025 07:21,sunny,18,0,2
1979,plastic,21-5-2025 20:16,sunny,18,0,2
1980,plastic,21-5-2025 02:35,sunny,18,0,2
1981,plastic,21-5-2025 07:15,sunny,18,0,2
1982,plastic,21-5-2025 08:14,sunny,18,0,2
1983,organic,21-5-2025 21:27,sunny,18,0,2
1984,plastic,21-5-2025 07:12,sunny,18,0,2
1985,plastic,21-5-2025 06:35,sunny,18,0,2
1986,paper,21-5-2025 01:04,sunny,18,0,2
1987,glass,21-5-2025 14:32,sunny,18,0,2
1988,organic,21-5-2025 02:00,sunny,18,0,2
1989,metal,21-5-2025 21:30,sunny,18,0,2
1990,glass,21-5-2025 01:35,sunny,18,0,2
1991,organic,21-5-2025 00:13,sunny,18,0,2
1992,plastic,21-5-2025 12:55,sunny,18,0,2
1993,plastic,21-5-2025 02:49,sunny,18,0,2
1994,metal,21-5-2025 02:50,sunny,18,0,2
1995,paper,21-5-2025 15:44,sunny,18,0,2
1996,organic,21-5-2025 00:47,sunny,18,0,2
1997,glass,21-5-2025 11:50,sunny,18,0,2
1998,plastic,21-5-2025 06:16,sunny,18,0,2
1999,organic,21-5-2025 12:41,sunny,18,0,2
2000,metal,22-5-2025 05:58,cloudy,12,0,2
2001,organic,22-5-2025 01:36,cloudy,12,0,2
2002,glass,22-5-2025 21:57,cloudy,12,0,2
2003,paper,22-5-2025 21:42,cloudy,12,0,2
2004,organic,22-5-2025 05:11,cloudy,12,0,2
2005,organic,22-5-2025 13:35,cloudy,12,0,2
2006,organic,22-5-2025 04:40,cloudy,12,0,2
2007,plastic,22-5-2025 10:31,cloudy,12,0,2
2008,plastic,22-5-2025 08:23,cloudy,12,0,2
2009,paper,22-5-2025 12:53,cloudy,12,0,2
2010,organic,22-5-2025 05:08,cloudy,12,0,2
2011,paper,22-5-2025 14:03,cloudy,12,0,2
2012,organic,22-5-2025 08:22,cloudy,12,0,2
2013,plastic,22-5-2025 01:40,cloudy,12,0,2
2014,plastic,22-5-2025 13:42,cloudy,12,0,2
2015,metal,22-5-2025 04:55,cloudy,12,0,2
2016,organic,22-5-2025 03:19,cloudy,12,0,2
2017,glass,22-5-2025 09:15,cloudy,12,0,2
2018,organic,22-5-2025 17:52,cloudy,12,0,2
2019,paper,22-5-2025 09:12,cloudy,12,0,2
2020,plastic,22-5-2025 11:35,cloudy,12,0,2
2021,plastic,23-5-2025 19:54,rainy,8,0,2
2022,paper,23-5-2025 13:37,rainy,8,0,2
2023,plastic,23-5-2025 05:57,rainy,8,0,2
2024,plastic,23-5-2025 01:34,rainy,8,0,2
2025,metal,23-5-2025 05:14,rainy,8,0,2
2026,organic,23-5-2025 15:32,rainy,8,0,2
2027,paper,23-5-2025 01:23,rainy,8,0,2
2028,metal,24-5-2025 21:52,rainy,21,0,2
2029,plastic,24-5-2025 12:13,rainy,21,0,2
2030,metal,24-5-2025 01:33,rainy,21,0,2
2031,paper,24-5-2025 07:07,rainy,21,0,2
2032,glass,24-5-2025 00:04,rainy,21,0,2
2033,paper,24-5-2025 15:07,rainy,21,0,2
2034,plastic,24-5-2025 14:44,rainy,21,0,2
2035,metal,24-5-2025 07:32,rainy,21,0,2
2036,metal,24-5-2025 10:53,rainy,21,0,2
2037,metal,24-5-2025 15:56,rainy,21,0,2
2038,plastic,24-5-2025 13:19,rainy,21,0,2
2039,plastic,24-5-2025 10:23,rainy,21,0,2
2040,organic,24-5-2025 00:40,rainy,21,0,2
2041,organic,24-5-2025 00:59,rainy,21,0,2
2042,organic,24-5-2025 23:07,rainy,21,0,2
2043,paper,24-5-2025 15:03,rainy,21,0,2
2044,glass,25-5-2025 22:32,rainy,14,0,2
2045,plastic,25-5-2025 22:12,rainy,14,0,2
2046,organic,25-5-2025 16:24,rainy,14,0,2
2047,plastic,25-5-2025 01:09,rainy,14,0,2
2048,paper,25-5-2025 18:32,rainy,14,0,2
2049,metal,25-5-2025 02:37,rainy,14,0,2
2050,paper,25-5-2025 21:06,rainy,14,0,2
2051,organic,25-5-2025 18:36,rainy,14,0,2
2052,glass,25-5-2025 17:12,rainy,14,0,2
2053,organic,25-5-2025 01:41,rainy,14,0,2
2054,metal,25-5-2025 13:32,rainy,14,0,2
2055,plastic,25-5-2025 14:21,rainy,14,0,2
2056,glass,26-5-2025 11:39,cloudy,14,0,2
2057,paper,26-5-2025 14:16,cloudy,14,0,2
2058,glass,26-5-2025 13:26,cloudy,14,0,2
2059,plastic,26-5-2025 10:21,cloudy,14,0,2
2060,metal,26-5-2025 21:01,cloudy,14,0,2
2061,organic,26-5-2025 15:36,cloudy,14,0,2
2062,plastic,26-5-2025 00:42,cloudy,14,0,2
2063,plastic,26-5-2025 20:01,cloudy,14,0,2
2064,organic,26-5-2025 04:57,cloudy,14,0,2
2065,glass,26-5-2025 23:41,cloudy,14,0,2
2066,organic,26-5-2025 04:02,cloudy,14,0,2
2067,paper,26-5-2025 15:59,cloudy,14,0,2
2068,glass,26-5-2025 11:06,cloudy,14,0,2
2069,organic,26-5-2025 21:50,cloudy,14,0,2
2070,organic,26-5-2025 20:44,cloudy,14,0,2
2071,plastic,26-5-2025 16:48,cloudy,14,0,2
2072,plastic,26-5-2025 10:50,cloudy,14,0,2
2073,organic,26-5-2025 03:55,cloudy,14,0,2
2074,glass,26-5-2025 00:50,cloudy,14,0,2
2075,plastic,26-5-2025 18:05,cloudy,14,0,2
2076,plastic,26-5-2025 02:32,cloudy,14,0,2
2077,glass,27-5-2025 00:05,rainy,18,0,2
2078,paper,27-5-2025 12:54,rainy,18,0,2
2079,glass,27-5-2025 12:30,rainy,18,0,2
2080,paper,27-5-2025 14:21,rainy,18,0,2
2081,plastic,27-5-2025 12:05,rainy,18,0,2
2082,paper,27-5-2025 03:08,rainy,18,0,2
2083,plastic,27-5-2025 19:41,rainy,18,0,2
2084,organic,28-5-2025 12:44,sunny,18,0,2
2085,paper,28-5-2025 00:03,sunny,18,0,2
2086,paper,28-5-2025 20:57,sunny,18,0,2
2087,plastic,28-5-2025 20:48,sunny,18,0,2
2088,plastic,28-5-2025 02:01,sunny,18,0,2
2089,paper,28-5-2025 07:10,sunny,18,0,2
2090,glass,28-5-2025 14:46,sunny,18,0,2
2091,paper,28-5-2025 10:05,sunny,18,0,2
2092,paper,28-5-2025 12:26,sunny,18,0,2
2093,metal,28-5-2025 19:13,sunny,18,0,2
2094,paper,28-5-2025 06:13,sunny,18,0,2
2095,glass,28-5-2025 22:32,sunny,18,0,2
2096,organic,28-5-2025 02:11,sunny,18,0,2
2097,paper,28-5-2025 15:51,sunny,18,0,2
2098,organic,28-5-2025 01:16,sunny,18,0,2
2099,organic,28-5-2025 14:51,sunny,18,0,2
2100,plastic,28-5-2025 04:25,sunny,18,0,2
2101,plastic,28-5-2025 14:44,sunny,18,0,2
2102,paper,28-5-2025 19:16,sunny,18,0,2
2103,plastic,28-5-2025 04:30,sunny,18,0,2
2104,glass,28-5-2025 21:45,sunny,18,0,2
2105,plastic,28-5-2025 01:27,sunny,18,0,2
2106,glass,28-5-2025 09:29,sunny,18,0,2
2107,glass,28-5-2025 15:44,sunny,18,0,2
2108,plastic,29-5-2025 06:15,rainy,12,1,2
2109,plastic,29-5-2025 17:06,rainy,12,1,2
2110,organic,29-5-2025 00:10,rainy,12,1,2
2111,paper,29-5-2025 05:56,rainy,12,1,2
2112,plastic,29-5-2025 02:18,rainy,12,1,2
2113,plastic,29-5-2025 03:53,rainy,12,1,2
2114,organic,29-5-2025 13:56,rainy,12,1,2
2115,paper,29-5-2025 14:04,rainy,12,1,2
2116,plastic,29-5-2025 15:11,rainy,12,1,2
2117,organic,29-5-2025 19:01,rainy,12,1,2
2118,paper,29-5-2025 22:15,rainy,12,1,2
2119,paper,29-5-2025 06:07,rainy,12,1,2
2120,glass,29-5-2025 14:06,rainy,12,1,2
2121,plastic,29-5-2025 22:24,rainy,12,1,2
2122,metal,29-5-2025 18:10,rainy,12,1,2
2123,plastic,29-5-2025 07:50,rainy,12,1,2
2124,organic,29-5-2025 12:37,rainy,12,1,2
2125,plastic,29-5-2025 10:44,rainy,12,1,2
2126,paper,30-5-2025 21:35,cloudy,19,0,2
2127,metal,30-5-2025 01:55,cloudy,19,0,2
2128,glass,30-5-2025 23:49,cloudy,19,0,2
2129,organic,30-5-2025 19:51,cloudy,19,0,2
2130,paper,30-5-2025 18:19,cloudy,19,0,2
2131,paper,30-5-2025 01:56,cloudy,19,0,2
2132,plastic,30-5-2025 10:20,cloudy,19,0,2
2133,plastic,30-5-2025 20:45,cloudy,19,0,2
2134,paper,30-5-2025 14:11,cloudy,19,0,2
2135,plastic,30-5-2025 18:59,cloudy,19,0,2
2136,glass,30-5-2025 01:58,cloudy,19,0,2
2137,metal,30-5-2025 00:05,cloudy,19,0,2
2138,organic,30-5-2025 22:24,cloudy,19,0,2
2139,metal,30-5-2025 20:55,cloudy,19,0,2
2140,organic,30-5-2025 06:41,cloudy,19,0,2
2141,glass,30-5-2025 11:08,cloudy,19,0,2
2142,metal,30-5-2025 19:47,cloudy,19,0,2
2143,plastic,30-5-2025 21:27,cloudy,19,0,2
2144,organic,30-5-2025 22:43,cloudy,19,0,2
2145,metal,30-5-2025 04:11,cloudy,19,0,2
2146,paper,30-5-2025 12:01,cloudy,19,0,2
2147,plastic,31-5-2025 02:16,rainy,12,0,2
2148,plastic,31-5-2025 02:42,rainy,12,0,2
2149,plastic,31-5-2025 20:56,rainy,12,0,2
2150,organic,31-5-2025 22:11,rainy,12,0,2
2151,glass,31-5-2025 17:31,rainy,12,0,2
2152,metal,31-5-2025 01:23,rainy,12,0,2
2153,glass,31-5-2025 03:44,rainy,12,0,2
2154,plastic,31-5-2025 07:21,rainy,12,0,2
2155,plastic,31-5-2025 19:14,rainy,12,0,2
2156,paper,31-5-2025 13:22,rainy,12,0,2
2157,paper,31-5-2025 06:34,rainy,12,0,2
2158,metal,31-5-2025 15:57,rainy,12,0,2
2159,plastic,1-6-2025 15:35,sunny,12,0,2
2160,paper,1-6-2025 12:11,sunny,12,0,2
2161,plastic,1-6-2025 09:38,sunny,12,0,2
2162,organic,1-6-2025 20:34,sunny,12,0,2
2163,organic,1-6-2025 00:33,sunny,12,0,2
2164,paper,1-6-2025 07:40,sunny,12,0,2
2165,plastic,1-6-2025 02:59,sunny,12,0,2
2166,organic,1-6-2025 14:24,sunny,12,0,2
2167,paper,1-6-2025 00:34,sunny,12,0,2
2168,organic,1-6-2025 08:13,sunny,12,0,2
2169,paper,1-6-2025 16:08,sunny,12,0,2
2170,plastic,1-6-2025 02:55,sunny,12,0,2
2171,organic,1-6-2025 05:42,sunny,12,0,2
2172,plastic,1-6-2025 13:01,sunny,12,0,2
2173,plastic,1-6-2025 09:33,sunny,12,0,2
2174,plastic,1-6-2025 12:08,sunny,12,0,2
2175,plastic,1-6-2025 01:11,sunny,12,0,2
2176,glass,1-6-2025 17:56,sunny,12,0,2
2177,glass,1-6-2025 23:57,sunny,12,0,2
2178,plastic,1-6-2025 17:18,sunny,12,0,2
2179,plastic,1-6-2025 22:38,sunny,12,0,2
2180,paper,1-6-2025 04:33,sunny,12,0,2
2181,paper,1-6-2025 00:45,sunny,12,0,2
2182,organic,1-6-2025 17:45,sunny,12,0,2
